S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
510,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
511,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
512,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
513,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
514,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
515,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
516,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
517,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
518,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
519,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
520,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
521,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
522,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
523,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
524,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
525,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
526,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
527,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
528,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
529,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
530,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
531,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
532,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
533,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
534,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
535,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
536,12/03/2020,Andhra Pradesh,1,1,0,0
537,13/03/2020,Andhra Pradesh,1,1,0,0
538,14/03/2020,Andhra Pradesh,1,1,0,0
539,15/03/2020,Andhra Pradesh,1,1,0,0
540,16/03/2020,Andhra Pradesh,1,1,0,0
541,17/03/2020,Andhra Pradesh,1,1,0,0
542,18/03/2020,Andhra Pradesh,1,1,0,0
543,19/03/2020,Andhra Pradesh,1,1,0,0
544,20/03/2020,Andhra Pradesh,2,2,0,0
545,21/03/2020,Andhra Pradesh,3,3,0,0
546,22/03/2020,Andhra Pradesh,5,5,0,0
547,23/03/2020,Andhra Pradesh,7,7,0,0
548,24/03/2020,Andhra Pradesh,7,7,0,0
549,25/03/2020,Andhra Pradesh,8,8,0,0
550,26/03/2020,Andhra Pradesh,11,10,1,0
551,27/03/2020,Andhra Pradesh,12,11,1,0
552,28/03/2020,Andhra Pradesh,14,13,1,0
553,29/03/2020,Andhra Pradesh,14,13,1,0
554,30/03/2020,Andhra Pradesh,19,18,1,0
555,31/03/2020,Andhra Pradesh,40,39,1,0
556,01/04/2020,Andhra Pradesh,83,82,1,0
557,02/04/2020,Andhra Pradesh,86,84,1,1
558,03/04/2020,Andhra Pradesh,132,130,1,1
559,04/04/2020,Andhra Pradesh,161,159,1,1
560,05/04/2020,Andhra Pradesh,161,159,1,1
561,06/04/2020,Andhra Pradesh,226,222,1,3
562,07/04/2020,Andhra Pradesh,266,262,1,3
563,08/04/2020,Andhra Pradesh,305,300,1,4
564,09/04/2020,Andhra Pradesh,348,338,6,4
565,10/04/2020,Andhra Pradesh,348,338,6,4
566,11/04/2020,Andhra Pradesh,363,350,7,6
567,12/04/2020,Andhra Pradesh,381,364,11,6
568,13/04/2020,Andhra Pradesh,427,409,11,7
569,14/04/2020,Andhra Pradesh,432,414,11,7
570,15/04/2020,Andhra Pradesh,483,458,16,9
571,16/04/2020,Andhra Pradesh,525,491,20,14
572,17/04/2020,Andhra Pradesh,534,500,20,14
573,18/04/2020,Andhra Pradesh,572,522,36,14
574,19/04/2020,Andhra Pradesh,603,546,42,15
575,20/04/2020,Andhra Pradesh,646,589,42,15
576,21/04/2020,Andhra Pradesh,722,610,92,20
577,22/04/2020,Andhra Pradesh,757,639,96,22
578,23/04/2020,Andhra Pradesh,813,669,120,24
579,24/04/2020,Andhra Pradesh,895,727,141,27
580,25/04/2020,Andhra Pradesh,955,781,145,29
581,26/04/2020,Andhra Pradesh,1061,859,171,31
582,27/04/2020,Andhra Pradesh,1097,835,231,31
583,28/04/2020,Andhra Pradesh,1183,917,235,31
584,29/04/2020,Andhra Pradesh,1259,970,258,31
585,30/04/2020,Andhra Pradesh,1332,1014,287,31
586,01/05/2020,Andhra Pradesh,1403,1051,321,31
587,02/05/2020,Andhra Pradesh,1463,1027,403,33
588,03/05/2020,Andhra Pradesh,1525,1051,441,33
589,04/05/2020,Andhra Pradesh,1583,1062,488,33
590,05/05/2020,Andhra Pradesh,1650,1090,524,36
591,06/05/2020,Andhra Pradesh,1717,1092,589,36
592,07/05/2020,Andhra Pradesh,1777,1012,729,36
593,08/05/2020,Andhra Pradesh,1847,1029,780,38
594,09/05/2020,Andhra Pradesh,1887,1004,842,41
595,10/05/2020,Andhra Pradesh,1930,999,887,44
596,11/05/2020,Andhra Pradesh,1980,1010,925,45
597,12/05/2020,Andhra Pradesh,2018,998,975,45
598,13/05/2020,Andhra Pradesh,2090,988,1056,46
599,14/05/2020,Andhra Pradesh,2137,948,1142,47
600,15/05/2020,Andhra Pradesh,2205,965,1192,48
601,16/05/2020,Andhra Pradesh,2307,1007,1252,48
602,17/05/2020,Andhra Pradesh,2355,953,1353,49
603,18/05/2020,Andhra Pradesh,2407,901,1456,50
604,19/05/2020,Andhra Pradesh,2474,872,1552,50
605,20/05/2020,Andhra Pradesh,2532,859,1621,52
606,21/05/2020,Andhra Pradesh,2602,909,1640,53
607,22/05/2020,Andhra Pradesh,2647,885,1709,53
608,23/05/2020,Andhra Pradesh,2709,891,1763,55
609,24/05/2020,Andhra Pradesh,2757,892,1809,56
610,25/05/2020,Andhra Pradesh,2823,911,1856,56
611,26/05/2020,Andhra Pradesh,3110,1158,1896,56
612,27/05/2020,Andhra Pradesh,3171,1105,2009,57
613,28/05/2020,Andhra Pradesh,3171,1056,2057,58
614,29/05/2020,Andhra Pradesh,3251,1067,2125,59
615,30/05/2020,Andhra Pradesh,3436,1150,2226,60
616,31/05/2020,Andhra Pradesh,3569,1220,2289,60
617,01/06/2020,Andhra Pradesh,3679,1268,2349,62
618,02/06/2020,Andhra Pradesh,3783,1341,2378,64
619,03/06/2020,Andhra Pradesh,3898,1413,2421,64
620,04/06/2020,Andhra Pradesh,4080,1546,2466,68
621,05/06/2020,Andhra Pradesh,4223,1613,2539,71
622,06/06/2020,Andhra Pradesh,4303,1654,2576,73
623,07/06/2020,Andhra Pradesh,4510,1817,2620,73
624,08/06/2020,Andhra Pradesh,4708,1951,2682,75
625,09/06/2020,Andhra Pradesh,4851,2031,2745,75
626,10/06/2020,Andhra Pradesh,5070,2191,2802,77
627,11/06/2020,Andhra Pradesh,5269,2292,2899,78
628,12/06/2020,Andhra Pradesh,5429,2301,3048,80
629,13/06/2020,Andhra Pradesh,5680,2495,3105,80
630,14/06/2020,Andhra Pradesh,5965,2688,3195,82
631,15/06/2020,Andhra Pradesh,6163,2765,3314,84
632,16/06/2020,Andhra Pradesh,6456,3052,3316,88
633,17/06/2020,Andhra Pradesh,6841,3244,3509,88
634,18/06/2020,Andhra Pradesh,7071,3340,3641,90
635,19/06/2020,Andhra Pradesh,7518,3637,3789,92
636,20/06/2020,Andhra Pradesh,7961,3948,3917,96
637,21/06/2020,Andhra Pradesh,8452,4240,4111,101
638,22/06/2020,Andhra Pradesh,8999,4562,4331,106
639,23/06/2020,Andhra Pradesh,9372,4766,4495,111
640,24/06/2020,Andhra Pradesh,10002,5284,4599,119
641,25/06/2020,Andhra Pradesh,10331,5428,4779,124
642,26/06/2020,Andhra Pradesh,10884,5760,4988,136
643,27/06/2020,Andhra Pradesh,11489,6145,5196,148
644,28/06/2020,Andhra Pradesh,12285,6648,5480,157
645,29/06/2020,Andhra Pradesh,13241,7164,5908,169
646,30/06/2020,Andhra Pradesh,13891,7479,6232,180
647,01/07/2020,Andhra Pradesh,14595,7897,6511,187
648,02/07/2020,Andhra Pradesh,15252,8071,6988,193
649,03/07/2020,Andhra Pradesh,16097,8586,7313,198
650,04/07/2020,Andhra Pradesh,16934,9096,7632,206
651,05/07/2020,Andhra Pradesh,17699,9473,8008,218
652,06/07/2020,Andhra Pradesh,18697,10043,8422,232
653,07/07/2020,Andhra Pradesh,20019,10860,8920,239
654,08/07/2020,Andhra Pradesh,21197,11200,9745,252
655,09/07/2020,Andhra Pradesh,22259,10894,11101,264
656,10/07/2020,Andhra Pradesh,23814,11383,12154,277
657,11/07/2020,Andhra Pradesh,25422,11936,13194,292
658,12/07/2020,Andhra Pradesh,27235,12533,14393,309
659,13/07/2020,Andhra Pradesh,29168,13428,15412,328
660,14/07/2020,Andhra Pradesh,31103,14274,16464,365
661,15/07/2020,Andhra Pradesh,33019,15144,17467,408
662,16/07/2020,Andhra Pradesh,35451,16621,18378,452
663,17/07/2020,Andhra Pradesh,38044,18159,19393,492
664,18/07/2020,Andhra Pradesh,40646,19814,20298,534
665,19/07/2020,Andhra Pradesh,44609,22260,21763,586
666,20/07/2020,Andhra Pradesh,49650,26118,22890,642
667,21/07/2020,Andhra Pradesh,53724,28800,24228,696
668,22/07/2020,Andhra Pradesh,58668,32336,25574,758
669,23/07/2020,Andhra Pradesh,64713,31763,32127,823
670,24/07/2020,Andhra Pradesh,72711,34272,37555,884
671,25/07/2020,Andhra Pradesh,80858,39990,39935,933
672,26/07/2020,Andhra Pradesh,88671,44431,43255,985
673,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
674,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
675,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
676,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
677,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
678,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
679,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
680,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
681,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
682,05/08/2020,Andhra Pradesh,176333,79104,95625,1604
683,06/08/2020,Andhra Pradesh,186461,80426,104354,1681
684,07/08/2020,Andhra Pradesh,196789,82166,112870,1753
685,08/08/2020,Andhra Pradesh,206960,84654,120464,1842
686,09/08/2020,Andhra Pradesh,217040,85486,129615,1939
687,10/08/2020,Andhra Pradesh,227860,87112,138712,2036
688,11/08/2020,Andhra Pradesh,235525,87773,145636,2116
689,12/08/2020,Andhra Pradesh,244549,87597,154749,2203
690,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
691,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
692,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
693,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
694,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
695,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
696,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
697,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
698,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
699,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
700,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
701,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
702,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
703,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
704,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
705,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
706,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
707,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
708,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
709,01/09/2020,Andhra Pradesh,434771,100276,330526,3969
710,02/09/2020,Andhra Pradesh,445139,101210,339876,4053
711,03/09/2020,Andhra Pradesh,455531,103076,348330,4125
712,04/09/2020,Andhra Pradesh,465730,103521,358009,4200
713,05/09/2020,Andhra Pradesh,476506,102067,370163,4276
714,06/09/2020,Andhra Pradesh,487331,100880,382104,4347
715,07/09/2020,Andhra Pradesh,498125,99689,394019,4417
716,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
717,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
718,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
719,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
720,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
721,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
722,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
723,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
724,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
725,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
726,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
727,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
728,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
729,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
730,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
731,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
732,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
733,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
734,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
735,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
736,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
737,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
738,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
739,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
740,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
741,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
742,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
743,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
744,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
745,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
746,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
747,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
748,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
749,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
750,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
751,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
752,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
753,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
754,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
755,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
756,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
757,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
758,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
759,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
760,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
761,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
762,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
763,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
764,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
765,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
766,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
767,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
768,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
769,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
770,01/11/2020,Andhra Pradesh,823348,24575,792083,6690
771,02/11/2020,Andhra Pradesh,825966,23668,795592,6706
772,03/11/2020,Andhra Pradesh,827882,22538,798625,6719
773,04/11/2020,Andhra Pradesh,830731,21672,802325,6734
774,05/11/2020,Andhra Pradesh,833208,21438,805026,6744
775,06/11/2020,Andhra Pradesh,835953,21878,807318,6757
776,07/11/2020,Andhra Pradesh,838363,21825,809770,6768
777,08/11/2020,Andhra Pradesh,840730,21434,812517,6779
778,09/11/2020,Andhra Pradesh,842967,21403,814773,6791
779,10/11/2020,Andhra Pradesh,844359,21235,816322,6802
780,11/11/2020,Andhra Pradesh,846245,20958,818473,6814
781,12/11/2020,Andhra Pradesh,847977,20915,820234,6828
782,13/11/2020,Andhra Pradesh,849705,20857,822011,6837
783,14/11/2020,Andhra Pradesh,851298,20262,824189,6847
784,15/11/2020,Andhra Pradesh,852955,19757,826344,6854
785,16/11/2020,Andhra Pradesh,854011,18659,828484,6868
786,17/11/2020,Andhra Pradesh,854764,17892,829991,6881
787,18/11/2020,Andhra Pradesh,856159,16985,832284,6890
788,19/11/2020,Andhra Pradesh,857395,16516,833980,6899
789,20/11/2020,Andhra Pradesh,858711,16000,835801,6910
790,21/11/2020,Andhra Pradesh,859932,15382,837630,6920
791,22/11/2020,Andhra Pradesh,861092,14770,839395,6927
792,23/11/2020,Andhra Pradesh,862213,14249,841026,6938
793,24/11/2020,Andhra Pradesh,862758,13394,842416,6948
794,25/11/2020,Andhra Pradesh,863843,13024,843863,6956
795,26/11/2020,Andhra Pradesh,864674,12673,845039,6962
796,27/11/2020,Andhra Pradesh,865705,12615,846120,6970
797,28/11/2020,Andhra Pradesh,866438,12137,847325,6976
798,29/11/2020,Andhra Pradesh,867063,11571,848511,6981
799,30/11/2020,Andhra Pradesh,867683,8397,852298,6988
800,01/12/2020,Andhra Pradesh,868064,7840,853232,6992
801,02/12/2020,Andhra Pradesh,868749,7427,854326,6996
802,03/12/2020,Andhra Pradesh,869412,6924,855485,7003
803,04/12/2020,Andhra Pradesh,870076,6742,856320,7014
804,05/12/2020,Andhra Pradesh,870675,6422,857233,7020
805,06/12/2020,Andhra Pradesh,871305,6166,858115,7024
806,07/12/2020,Andhra Pradesh,871972,5910,859029,7033
807,08/12/2020,Andhra Pradesh,872288,5626,859624,7038
808,09/12/2020,Andhra Pradesh,872839,5429,860368,7042
809,10/12/2020,Andhra Pradesh,873457,5259,861153,7045
810,11/12/2020,Andhra Pradesh,873995,5237,861711,7047
811,03/04/2020,Arunachal Pradesh,1,1,0,0
812,04/04/2020,Arunachal Pradesh,1,1,0,0
813,05/04/2020,Arunachal Pradesh,1,1,0,0
814,06/04/2020,Arunachal Pradesh,1,1,0,0
815,07/04/2020,Arunachal Pradesh,1,1,0,0
816,08/04/2020,Arunachal Pradesh,1,1,0,0
817,09/04/2020,Arunachal Pradesh,1,1,0,0
818,10/04/2020,Arunachal Pradesh,1,1,0,0
819,11/04/2020,Arunachal Pradesh,1,1,0,0
820,12/04/2020,Arunachal Pradesh,1,1,0,0
821,13/04/2020,Arunachal Pradesh,1,1,0,0
822,14/04/2020,Arunachal Pradesh,1,1,0,0
823,15/04/2020,Arunachal Pradesh,1,1,0,0
824,16/04/2020,Arunachal Pradesh,1,1,0,0
825,17/04/2020,Arunachal Pradesh,1,1,0,0
826,18/04/2020,Arunachal Pradesh,1,1,0,0
827,19/04/2020,Arunachal Pradesh,1,1,0,0
828,20/04/2020,Arunachal Pradesh,1,1,0,0
829,21/04/2020,Arunachal Pradesh,1,1,0,0
830,22/04/2020,Arunachal Pradesh,1,0,1,0
831,23/04/2020,Arunachal Pradesh,1,0,1,0
832,24/04/2020,Arunachal Pradesh,1,0,1,0
833,25/04/2020,Arunachal Pradesh,1,0,1,0
834,26/04/2020,Arunachal Pradesh,1,0,1,0
835,27/04/2020,Arunachal Pradesh,1,0,1,0
836,28/04/2020,Arunachal Pradesh,1,0,1,0
837,29/04/2020,Arunachal Pradesh,1,0,1,0
838,30/04/2020,Arunachal Pradesh,1,0,1,0
839,01/05/2020,Arunachal Pradesh,1,0,1,0
840,02/05/2020,Arunachal Pradesh,1,0,1,0
841,03/05/2020,Arunachal Pradesh,1,0,1,0
842,04/05/2020,Arunachal Pradesh,1,0,1,0
843,05/05/2020,Arunachal Pradesh,1,0,1,0
844,06/05/2020,Arunachal Pradesh,1,0,1,0
845,07/05/2020,Arunachal Pradesh,1,0,1,0
846,08/05/2020,Arunachal Pradesh,1,0,1,0
847,09/05/2020,Arunachal Pradesh,1,0,1,0
848,10/05/2020,Arunachal Pradesh,1,0,1,0
849,11/05/2020,Arunachal Pradesh,1,0,1,0
850,12/05/2020,Arunachal Pradesh,1,0,1,0
851,13/05/2020,Arunachal Pradesh,1,0,1,0
852,14/05/2020,Arunachal Pradesh,1,0,1,0
853,15/05/2020,Arunachal Pradesh,1,0,1,0
854,16/05/2020,Arunachal Pradesh,1,0,1,0
855,17/05/2020,Arunachal Pradesh,1,0,1,0
856,18/05/2020,Arunachal Pradesh,1,0,1,0
857,19/05/2020,Arunachal Pradesh,1,0,1,0
858,20/05/2020,Arunachal Pradesh,1,0,1,0
859,21/05/2020,Arunachal Pradesh,1,0,1,0
860,22/05/2020,Arunachal Pradesh,1,0,1,0
861,23/05/2020,Arunachal Pradesh,1,0,1,0
862,24/05/2020,Arunachal Pradesh,1,0,1,0
863,25/05/2020,Arunachal Pradesh,1,0,1,0
864,26/05/2020,Arunachal Pradesh,2,1,1,0
865,27/05/2020,Arunachal Pradesh,2,1,1,0
866,28/05/2020,Arunachal Pradesh,2,1,1,0
867,29/05/2020,Arunachal Pradesh,3,2,1,0
868,30/05/2020,Arunachal Pradesh,3,2,1,0
869,31/05/2020,Arunachal Pradesh,4,3,1,0
870,01/06/2020,Arunachal Pradesh,4,3,1,0
871,02/06/2020,Arunachal Pradesh,22,21,1,0
872,03/06/2020,Arunachal Pradesh,22,21,1,0
